@RELATION Edge_16
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE a8 NUMERIC
@ATTRIBUTE a9 NUMERIC
@ATTRIBUTE a10 NUMERIC
@ATTRIBUTE a11 NUMERIC
@ATTRIBUTE a12 NUMERIC
@ATTRIBUTE a13 NUMERIC
@ATTRIBUTE a14 NUMERIC
@ATTRIBUTE a15 NUMERIC
@ATTRIBUTE class {207,0,154,164,118,172,184,190,203,108,127,152,13,61,155,192,173,37,109,58,125,7,63,186,112,157,168,123,89,174,88,153,117,166,195,94,90,133,151,130,113,150,64,161,126,87,11,17,10,121,171,85,19,177,159,66,65,60,140,95,197,187,12,158,1,92,129,59,180,208,26,175,178,194,181,3,25,62,170,8,185,110,179,160,165,93,107,199,114,169,128,135,14,162,16,134,124,18,206,163,81,132,111,205,188,91,198,5,139,102,84,131,204,9,119,193,202,247,338,346,209,213,353,334,337,254,292,289,336,349,232,294,325,351,347,230,355,216,320,301,282,283,348,297,272,343,212,357,352,385,386,287,332,276,354,340,341,237,211,234,333,242,278,273,335,339,217,330,248,344,256,215,345,329,280,231,350,239,324,285,315,233,286,298,383,293,243,379,295,241,387,288,210,240,259,364,279,214,384,296,291,342,281,300,299,246,274,235,328,356,250,275,380,277,382,321,449,551,498,587,391,553,550,670,585,409,588,545,552,415,482,634,408,405,513,514,671,481,451,584,567,497,484,527,414,548,453,549,445,599,635,448,563,456,389,561,586,480,559,488,582,555,494,577,493,547,442,544,454,420,439,562,598,452,455,546,492,560,583,388,447,390,658,444,443,403,450,393,486,490,496,483,446,392,489,491,542,394,495,458,487}
@DATA
8.3902,8.8468,8.58,5.5265,3.8834,5.3406,2.8421,1.8445,4.8412,2.2534,2.4481,14.1242,2.9163,14.5513,6.7284,6.8831,354
7.5747,8.9157,9.2805,5.8757,4.2742,5.583,2.8011,1.4827,4.0339,2.0076,2.4964,13.1985,3.9959,13.9656,7.3046,7.2099,340
7.5948,9.4605,10.7846,7.6748,5.9214,7.5381,4.0312,2.051,3.7362,2.144,2.3529,10.3386,3.7985,10.7668,6.1146,5.6919,341
11.0579,10.42,8.9512,4.8627,2.9521,4.2176,2.2871,1.6601,4.1417,1.8823,2.0805,15.1184,2.8905,14.0156,6.7242,6.7382,237
7.2386,9.5586,11.1577,7.969,6.2705,8.0407,3.9233,1.8351,3.7445,2.0399,2.185,10.0518,3.4201,10.6251,6.0858,5.8542,211
7.8119,9.0406,9.5113,7.4348,5.9408,7.7087,5.2674,4.4623,6.3732,3.4993,2.982,7.3585,2.4258,7.2947,5.9583,6.9303,234
7.7023,8.8222,9.0536,5.7278,4.094,5.4123,2.7548,1.4557,4.1008,1.9554,2.4644,13.4208,3.9115,14.5628,7.2504,7.3113,340
12.0654,11.6472,9.7499,5.0715,3.2818,4.1044,2.123,1.3857,3.5505,1.6765,1.9458,13.4654,2.8921,13.8215,6.7352,6.484,202
7.0594,9.4693,11.1052,7.7601,6.0987,7.055,4.0257,2.517,4.6815,2.98,2.9478,8.9049,3.4762,9.1741,6.4525,6.2925,206
8.4032,8.0704,6.8691,4.2987,2.5069,4.5196,2.8962,2.4016,5.4024,2.41,2.6988,19.2363,2.846,15.6869,5.5778,6.1759,337
8.6713,9.2157,8.59,5.6767,3.6651,5.6011,3.3013,3.0702,6.2875,3.0153,2.8633,11.5071,3.02,11.7128,6.5807,7.2218,343
9.3265,10.7998,10.6501,6.3004,4.4362,5.3636,2.8114,1.8093,4.1208,2.0879,2.2565,12.0207,3.1455,12.2666,6.5221,6.0825,209
6.8111,10.1943,13.4983,9.8775,7.7576,9.644,4.7818,1.2657,2.3921,1.1238,1.4651,9.5417,4.079,9.8917,4.0381,3.6382,332
11.6951,11.6129,9.869,5.1501,3.3304,4.2098,2.2107,1.5343,3.7106,1.7542,2.016,13.2148,2.8977,13.6755,6.6796,6.4393,202
7.615,8.9354,8.8951,6.1834,4.19,6.2736,3.4464,2.2237,5.2896,2.5479,2.6208,13.1624,2.9284,13.549,5.7778,6.3614,333
6.9122,10.1555,12.9775,9.231,7.2046,8.8185,4.4233,1.3131,2.6146,1.3324,1.8031,10.0421,4.0927,10.2804,4.5988,4.2001,332
7.3279,8.5394,8.8176,6.3939,4.8885,6.8386,4.1141,3.3671,6.0918,2.9536,2.7815,10.8352,2.9488,10.9978,6.3347,6.7695,242
8.0428,8.9421,8.5178,5.4658,3.4202,5.2666,2.7993,2.286,5.882,2.6627,2.8005,12.9359,3.2166,13.7159,6.6807,7.3651,278
7.982,8.8844,9.3931,6.4184,4.7623,6.6572,3.4251,1.8274,4.0104,1.9381,2.2525,12.5119,3.644,13.2831,6.6501,6.36,273
8.6938,9.2544,8.6932,5.3331,3.4198,5.0331,2.8105,2.2208,5.4886,2.527,2.6775,12.9486,3.2406,13.4635,6.8788,7.3167,213
7.0947,8.3333,8.7182,5.9404,4.4128,6.1634,3.1029,1.9511,4.4741,2.108,2.4511,12.503,3.6699,13.9733,7.5359,7.568,335
8.8019,9.4252,8.866,5.6159,3.9641,5.3883,3.0774,2.4746,5.5105,2.5256,2.5238,12.1661,2.8448,12.8007,6.7415,7.2736,339
7.9586,9.4835,9.7185,6.1016,4.3484,6.0849,2.8743,1.6391,4.1248,1.8894,2.1707,12.8693,3.6507,13.5513,6.8268,6.7081,217
9.2547,10.856,10.7672,6.3791,4.5869,5.4913,2.7744,1.5246,3.5283,1.7668,2.125,12.6281,3.2661,12.7537,6.5088,5.7888,209
10.9138,11.0565,9.3856,5.0476,3.1669,4.4184,2.228,1.3754,3.996,1.5793,1.9412,14.2209,3.1673,14.8765,6.2864,6.3404,330
7.8029,8.8868,8.7752,6.4389,4.5217,6.4421,4.271,3.8161,6.8699,3.4258,3.0434,9.6563,2.9012,10.2025,6.0722,6.874,334
6.7162,10.1404,13.3356,9.6259,7.5282,9.1649,4.5531,1.264,2.5005,1.2407,1.6439,9.8846,4.1393,10.1867,4.2944,3.7815,332
8.1702,9.8031,10.3921,6.4751,4.6617,5.9479,2.7824,1.1853,3.2521,1.6009,2.3001,12.9607,3.7728,13.7003,6.8083,6.187,248
7.3456,8.7072,9.1074,6.7285,5.2043,7.0582,4.3372,3.7161,6.2916,3.1379,2.8914,9.7135,2.8822,9.7073,6.2689,6.9027,242
9.3222,9.8979,9.251,5.7199,3.9963,5.3548,3.1333,2.4923,5.297,2.5591,2.5405,11.6274,2.8215,12.2205,6.6809,7.0853,339
7.8343,11.2825,13.0904,8.4037,6.2174,7.1322,3.351,1.1819,2.6689,1.3649,1.7496,11.0695,3.7974,11.0754,5.2654,4.5154,344
9.1471,9.3082,8.4971,5.2632,3.4782,5.2429,3.0952,2.4322,5.5868,2.574,2.4357,12.9882,2.667,13.8935,6.341,7.0497,256
8.7996,8.791,8.1573,5.2725,3.5984,5.314,2.8347,2.1302,5.2459,2.3903,2.4897,13.6228,2.9962,14.3117,7.0235,7.0222,215
6.3114,9.6698,12.4804,8.9274,7.2789,7.3825,4.1354,2.4015,4.4754,3.0293,2.8118,7.7185,3.4571,7.9164,6.1172,5.8872,345
9.9624,13.6919,15.0008,8.5735,6.1633,6.2384,2.9329,0.7607,1.9319,0.9174,1.3217,10.7731,3.346,10.0848,4.1642,4.1368,247
6.2437,7.4307,7.6822,5.4708,3.7918,6.0656,2.946,2.0888,5.6566,2.3887,2.6241,13.2663,3.6144,14.8505,7.5442,8.3353,347
10.1303,10.67,9.4873,5.7567,3.5456,4.9311,3.0897,2.88,5.8887,2.7492,2.6957,10.7279,2.8059,11.1939,6.4438,7.0042,349
15.724,13.7527,9.4048,4.0166,2.3946,2.9216,1.6721,1.3533,3.1586,1.3779,1.5122,15.4107,2.3906,12.0384,6.3725,6.4996,292
7.8238,8.8876,8.8494,5.6047,3.9263,5.726,2.972,1.9271,4.7939,2.1638,2.3527,13.5153,3.3654,14.2737,6.704,7.1144,217
7.55,9.6193,11.0203,7.8296,5.9322,7.7686,3.954,1.8321,3.4107,1.8883,2.2081,10.6468,4.0112,11.0436,5.89,5.3952,341
9.071,9.5913,9.0089,5.734,4.0724,5.5331,3.1969,2.4542,5.1514,2.4632,2.4702,12.0142,2.817,12.6257,6.7206,7.0758,339
11.8345,11.8621,9.7075,4.9881,3.0642,4.2013,2.0973,1.2911,3.8842,1.5401,1.8531,14.2597,2.8949,14.3148,6.0258,6.1813,330
13.4101,12.1396,9.511,4.7385,3.2439,3.8621,1.8908,0.9894,2.6226,1.0538,1.3596,15.8926,2.4646,14.4099,6.2734,6.1381,351
8.3371,8.0982,6.9409,4.6164,2.7284,4.9733,3.5628,3.2601,6.5331,3.2477,3.2481,16.5178,2.9236,13.8165,5.3415,5.8544,337
8.7775,9.6655,9.073,5.5453,3.8615,5.4314,2.9184,2.0394,4.6884,2.015,2.2162,13.3419,3.2312,14.0775,6.4898,6.6279,329
8.3347,9.5838,9.5078,6.1293,4.3473,5.8433,3.1837,2.32,4.9795,2.5015,2.6656,11.65,3.3225,11.7884,6.7383,7.1043,280
18.0195,15.2763,9.66,3.7232,2.1563,2.4709,1.274,0.893,2.3525,0.8521,0.9905,15.3673,2.0259,12.0011,6.2407,6.6965,292
7.6872,9.1321,9.2187,6.2595,4.2888,6.3315,3.4227,1.9642,4.8445,2.4212,2.5573,13.4174,3.0256,13.6998,5.6975,6.0319,333
8.9606,9.2013,8.4034,5.3071,3.4676,5.3111,3.3294,2.744,5.946,2.7157,2.5215,12.6578,2.6772,13.56,6.2195,6.9777,256
7.7691,9.1098,8.6122,6.1919,3.5382,6.3047,3.9003,3.6741,7.6078,3.7465,3.0292,10.8421,2.447,11.2307,5.5362,6.4603,231
11.145,10.9527,10.0061,5.7323,4.06,4.8907,2.5519,1.2782,3.0733,1.3989,1.7655,14.3546,3.1412,13.9089,6.3819,5.3588,289
7.3102,8.3288,8.5068,5.7278,4.25,6.0923,3.1024,2.0983,4.6269,2.2108,2.4916,12.4064,3.6163,13.8404,7.5456,7.8454,335
8.6053,8.8912,8.3038,5.6058,3.7442,5.7589,3.6532,3.0834,6.076,3.0966,2.9883,12.5631,2.8372,12.2336,6.0198,6.5395,119
8.0312,10.0473,10.8104,7.0465,5.3147,6.3623,3.6099,2.4165,4.8884,2.8878,2.8504,9.2925,3.4381,9.6393,6.5851,6.7795,350
7.9692,11.121,12.8426,8.3914,6.3197,7.2616,3.5887,1.5353,3.0121,1.539,1.8079,10.5778,3.7201,10.5656,5.1322,4.6159,344
6.8258,9.5452,11.1294,7.6884,6.0094,7.105,3.7595,1.64,3.3544,2.1531,2.6115,10.8842,4.0069,10.7748,6.4054,6.1069,254
9.2989,9.3698,8.8476,5.3966,3.7958,5.0227,2.8227,1.8423,4.2028,1.9339,2.1811,15.3874,2.8994,14.4449,6.4078,6.1463,287
7.8317,9.0227,9.145,6.8581,4.9477,6.893,4.5613,4.0346,6.5116,3.4207,3.0269,8.8552,2.6907,8.8981,6.2558,7.047,239
9.657,9.6079,8.445,5.6858,3.2945,5.6492,4.2573,3.9407,7.005,4.0533,3.4808,9.8393,2.7933,10.2633,5.8381,6.1893,324
8.5693,9.0442,8.6504,5.5152,3.7717,5.7193,3.0199,1.9052,4.5075,1.9758,2.2995,13.7608,3.3437,14.72,6.5759,6.6217,273
6.0488,8.9472,11.5923,8.7097,7.2919,7.746,4.488,2.7326,4.7109,3.1486,2.9538,7.8481,3.6652,7.9713,6.118,6.0276,345
6.8269,12.118,16.3424,11.3867,9.3,9.1533,4.5713,1.2162,1.9784,1.1536,1.346,7.7863,3.3833,7.2946,2.9466,3.1965,208
7.9296,9.2767,9.6926,6.1819,4.4496,5.8361,2.924,1.7097,4.1431,1.9957,2.3988,12.7942,3.4133,13.5654,6.8852,6.804,248
8.7695,9.6778,9.1636,5.9658,3.991,5.6719,3.541,3.0434,6.0781,3.2245,2.8811,11.5922,2.507,11.2767,5.9924,6.6242,285
7.4085,8.8437,9.3776,6.8426,4.9436,7.7652,3.576,1.964,4.1556,1.6943,2.0773,11.9787,4.0672,12.8454,6.2863,6.174,203
6.7291,8.3818,8.7579,6.58,4.6643,7.0351,4.1965,3.2002,6.4099,3.1632,2.7739,11.4562,2.7518,11.3508,5.8961,6.6534,333
11.1035,11.6596,10.1642,5.4807,3.5131,4.5926,2.5138,1.9036,4.5698,2.1233,2.081,12.0803,2.8495,12.5672,6.4781,6.3199,212
8.3804,9.1218,8.5907,5.9532,3.8701,5.9287,3.8133,3.6529,6.6645,3.2904,3.0564,10.4773,2.9759,10.5641,6.5133,7.147,343
7.1172,9.179,10.5934,7.2996,5.6177,6.6647,3.5639,2.0398,4.5511,2.7847,2.8051,10.3364,3.2889,10.7375,6.7813,6.6398,315
8.8817,9.4904,8.9486,5.4228,3.7596,5.3783,2.887,1.7731,4.2909,1.8056,2.0674,14.3594,3.0707,14.7652,6.4185,6.6807,217
12.305,11.6794,9.4137,4.8949,3.1818,4.2722,2.3314,1.5068,3.6336,1.5626,1.7708,14.7619,2.7919,13.5441,6.2316,6.1184,348
6.4873,8.0855,8.7412,6.3922,4.7278,6.6714,3.5853,2.7559,5.6706,3.0021,3.0219,10.9688,3.5915,11.3939,7.2249,7.6798,233
9.7474,12.0026,12.7241,8.1688,5.8991,7.7718,3.428,1.1954,2.6512,1.0112,1.1971,10.9905,3.2893,11.1569,4.5443,4.2224,301
8.7552,8.8933,8.401,5.4771,3.8528,5.6992,3.1061,2.1703,4.8536,2.2121,2.4283,12.9748,3.2574,14.1697,6.838,6.9112,273
13.8917,12.5936,9.7211,4.7087,3.1984,3.7332,1.7641,0.9186,2.5353,1.0244,1.2762,15.5613,2.3912,14.1006,6.3654,6.2163,351
7.9847,9.2452,9.5866,6.031,4.3593,5.495,2.7983,1.3797,3.6202,1.8,2.2925,13.2702,3.909,14.1688,7.1645,6.8948,340
7.7002,10.1679,12.1792,8.8645,6.7593,8.7228,4.2273,1.4744,2.8286,1.3549,1.642,10.2366,4.2236,10.7119,4.7309,4.1758,286
11.0413,11.6976,11.0885,6.8074,4.6222,6.416,2.7686,0.6036,1.9155,0.6928,1.4229,12.3996,4.2189,13.2627,5.9542,5.0881,298
10.0822,11.1812,11.1117,6.5521,4.5946,5.8085,2.7534,1.0843,2.9199,1.0581,1.4241,13.1184,3.2855,13.8661,5.8242,5.3358,297
7.3995,9.2438,10.5224,7.468,5.9052,7.2383,4.0016,2.3679,4.5757,2.8638,2.7363,9.5422,2.9912,9.7319,6.63,6.7823,386
7.0847,8.1873,7.9888,5.9349,3.8398,6.5402,3.7971,2.725,6.3674,3.2161,2.9592,13.384,2.54,13.706,5.4282,6.3012,333
8.5116,12.1553,13.8551,8.6654,6.3516,7.101,3.3188,1.0298,2.3729,1.151,1.5261,10.8373,3.6236,10.5727,4.7319,4.196,344
8.0345,10.104,10.8635,7.0166,5.2003,6.2903,3.5144,2.402,4.9449,2.8726,2.8241,9.4425,3.4176,9.7843,6.5774,6.7109,350
9.0613,12.3692,13.7252,8.0192,5.8163,6.1699,2.8925,0.9339,2.4009,1.2667,1.7671,11.2009,3.5811,10.8465,5.1766,4.7728,247
9.6471,14.2745,17.5259,11.489,8.8879,9.3079,4.2705,0.7688,1.5543,0.5282,0.5242,7.0557,1.6646,7.06,2.6819,2.7595,346
7.58,11.4567,14.5869,10.2765,8.131,9.3963,4.334,1.008,2.0415,0.8368,0.9354,9.0945,3.4636,9.631,3.8231,3.4048,181
10.1974,9.312,8.2723,4.7478,2.5601,4.0969,2.8776,2.6883,5.772,2.7714,2.8621,13.7046,3.327,13.3336,6.8492,6.6278,383
7.1176,8.3988,8.4959,5.8738,4.2393,6.2193,3.2785,2.5684,5.5004,2.7535,2.8764,11.7113,3.5135,12.2274,7.3571,7.8687,293
8.2228,8.0727,6.9963,4.7885,2.8028,5.2962,3.5435,3.1244,6.395,3.2716,3.2365,16.1089,2.8608,13.6516,5.4443,6.184,337
6.8211,8.26,8.976,6.6837,5.1654,7.1129,3.9672,2.7717,5.093,2.8245,3.074,10.5264,3.7874,10.8472,7.0104,7.079,243
9.1468,9.2897,8.7359,5.448,3.7728,5.0858,2.988,2.2188,4.8136,2.2703,2.403,14.5262,2.8092,13.9243,6.2483,6.3191,287
9.4626,9.6079,9.4007,5.8512,4.1202,5.7852,3.0005,1.4656,3.3863,1.3094,1.716,15.5474,3.3204,15.0085,5.629,5.3892,336
8.1871,9.41,9.572,5.8934,4.1857,5.5512,2.7145,1.3248,3.3953,1.5199,2.1652,13.675,4.0422,14.5666,6.9772,6.82,340
8.4266,10.4354,11.0556,7.0455,5.2004,6.1604,3.49,2.1977,4.38,2.4596,2.5778,10.0064,3.513,10.3816,6.361,6.3087,350
6.2222,9.0926,11.6787,8.7678,7.3204,7.6644,4.5075,2.8953,4.8997,3.3196,2.978,7.3279,3.412,7.5098,6.1977,6.2064,345
9.1005,9.8508,9.0422,6.2255,3.8574,6.0909,4.2925,3.9231,6.8256,3.645,3.1817,9.1843,2.69,9.608,5.9446,6.538,379
14.7581,14.0305,11.662,5.9436,3.7758,4.9913,2.5818,1.0758,2.7913,0.8336,0.9391,12.3413,1.5676,12.458,5.3331,4.9171,295
8.1665,9.4686,9.6006,6.2577,4.5422,5.9835,3.2021,2.2588,4.8493,2.525,2.653,11.5756,3.3538,11.7183,6.7648,7.0805,280
7.4049,8.6392,8.8217,5.7541,4.2493,5.875,2.8411,1.5883,4.0033,1.9369,2.3618,13.5513,3.6066,14.634,7.4476,7.2849,282
9.647,10.8322,10.8292,6.5531,4.6052,5.8543,2.8807,1.1447,3.0082,1.2155,1.69,13.2558,3.3842,13.871,5.8249,5.4041,297
9.8724,10.4639,9.5733,5.5208,3.6889,4.8067,2.6112,1.8421,4.5806,2.1901,2.3887,13.1552,3.0795,13.2228,6.5016,6.5022,241
6.4696,9.3268,11.8099,8.7411,7.2369,7.4801,4.454,2.9828,4.9162,3.2867,2.9593,7.2786,3.4012,7.4385,6.0705,6.1477,345
9.3806,9.653,8.8932,5.7178,3.6334,5.278,3.456,3.1435,6.0686,3.1518,2.938,12.3139,2.4949,11.3476,5.9824,6.5474,285
9.3164,12.7776,14.1968,8.2758,5.968,6.2002,2.8987,0.8499,2.1861,1.1138,1.5685,11.1012,3.5534,10.6491,4.7944,4.55,247
9.4401,9.8751,9.9294,6.1941,4.435,6.0114,3.0476,1.3642,3.1198,1.2831,1.6847,14.2562,3.5214,14.594,5.8519,5.3919,336
6.9324,9.1839,10.7453,7.4131,5.7571,6.9092,3.6263,1.7243,3.8527,2.5093,2.8082,10.6127,3.7305,10.9017,6.907,6.3863,387
10.6723,9.8596,8.2264,4.5016,2.5402,3.9491,2.3565,2.056,4.8692,2.2564,2.382,16.5355,2.8832,13.8253,6.3668,6.7197,288
8.6362,9.0876,8.7377,5.5366,3.918,5.3216,2.8449,1.7566,4.3553,1.9987,2.3134,14.5842,2.9666,14.9445,6.5016,6.4965,354
8.1345,9.1946,8.8127,6.6615,4.5167,6.6218,4.6348,4.4604,7.6474,3.5543,2.9118,8.6825,2.3563,9.6908,5.5531,6.5668,210
6.7716,8.7691,9.6609,6.8025,5.1319,6.6941,3.6427,2.4087,4.8642,2.6705,2.8555,11.0118,3.8349,11.2395,6.8316,6.8105,338
11.1096,12.7605,12.17,6.4674,4.4024,4.7109,2.39,1.2661,3.3937,1.6754,1.8029,12.0352,2.7476,12.0134,5.9368,5.118,355
9.0401,10.3365,9.8813,6.0595,4.313,5.4977,3.1852,2.5478,5.5084,2.7346,2.6255,10.0085,2.9849,11.1382,6.761,7.3778,240
7.882,8.8425,8.7528,6.3737,4.4886,6.3646,4.1487,3.6844,6.7246,3.3342,3.0315,9.8487,2.8286,10.4759,6.139,7.0802,334
6.9232,8.1607,8.6239,6.0674,4.5455,6.3378,3.4375,2.4848,5.1969,2.5554,2.6772,11.7434,3.5198,12.7183,7.329,7.6793,335
7.9332,10.6799,12.5127,8.4009,6.4141,7.5025,3.8207,1.6641,3.2004,1.7278,1.9366,10.0554,3.6746,10.1488,5.265,5.0634,259
8.7361,7.6104,6.6934,4.1964,2.5949,4.3457,2.5096,2.0011,4.9614,2.0564,2.1942,20.178,2.6609,16.7793,6.0263,6.4559,364
8.2144,9.3954,9.4963,5.8445,4.0801,5.4045,2.6994,1.4095,3.7048,1.5701,2.0938,13.5356,3.8712,14.7399,6.9425,6.998,340
6.9041,8.2366,8.4791,5.9564,4.2437,6.2229,3.2864,2.6772,5.7083,2.8385,2.9151,11.6749,3.5279,12.1833,7.319,7.8264,293
6.9696,8.0817,8.1007,5.9139,4.1308,6.3799,3.7556,3.1867,6.5872,3.1048,2.8387,11.023,2.9612,12.2546,6.8629,7.8488,347
10.321,10.8959,9.7598,5.4663,3.6363,4.6768,2.5911,1.8185,4.4154,2.0555,2.2264,13.0938,3.0668,13.2504,6.3312,6.3947,241
7.9703,9.0476,8.9221,6.4385,4.605,6.2944,4.2188,3.8237,6.7664,3.3464,2.9972,9.3074,2.9979,9.956,6.2771,7.0313,334
7.0064,8.3891,8.5211,6.1426,4.3777,6.2436,3.8164,3.2716,6.7531,2.9603,2.7411,11.1276,3.0849,12.0474,6.3374,7.1796,279
8.1943,8.0224,6.8995,4.7658,2.7701,5.2161,3.6652,3.3184,6.552,3.466,3.4575,16.0007,2.9279,13.4554,5.2838,6.005,337
9.8314,14.4454,17.576,11.3994,8.8183,9.037,4.1554,0.719,1.4642,0.501,0.4716,7.1802,1.8731,7.1135,2.7072,2.7072,346
6.4097,7.824,8.0986,6.0377,4.3362,6.5782,3.6807,3.1893,6.4133,3.078,3.0242,11.2911,3.3675,11.596,7.1377,7.9377,293
8.3093,11.7843,13.4277,8.3991,6.1954,6.9593,3.3131,1.2176,2.707,1.35,1.7153,10.8776,3.6448,10.6818,4.9709,4.4468,344
7.1429,8.373,8.7618,5.9797,4.4378,6.1839,3.2424,2.2057,4.864,2.3494,2.6085,12.2335,3.5708,13.2682,7.294,7.4842,335
10.1642,10.6984,9.5499,5.7078,3.5484,4.9466,2.9366,2.7597,5.7649,2.6255,2.5573,10.6976,2.7546,11.3626,6.7077,7.2182,349
9.1781,9.222,8.1273,4.7049,3.0016,4.8864,2.3028,1.3212,4.0959,1.2916,1.6742,17.1391,2.9796,17.2232,6.0767,6.7755,320
7.6774,9.9856,11.2899,7.5633,5.7207,6.6613,3.5413,1.8068,3.572,2.1258,2.5402,10.6471,3.7112,10.9615,6.3824,5.8135,352
9.0246,9.677,8.6823,5.3369,3.3246,5.0264,2.9101,2.4318,6.0021,2.602,2.6767,12.4419,3.2093,13.0538,6.4208,7.1797,214
7.1904,9.0935,10.4366,7.57,5.7955,7.6615,3.9376,1.995,3.7587,2.1284,2.4475,10.5952,3.9741,11.1374,6.3897,5.8888,341
7.9521,9.3474,9.8369,6.7588,5.1559,6.632,3.9579,2.855,5.0385,2.9797,2.9057,9.6516,3.5869,9.9351,6.5912,6.8153,118
10.2829,10.2871,9.9811,6.0142,4.3042,5.8396,2.9481,1.2165,2.9149,1.0239,1.3833,15.388,3.3163,14.8028,5.4341,4.8631,336
9.1128,9.3447,8.7535,5.5349,3.7604,5.2247,3.1095,2.4579,5.259,2.5454,2.5745,13.5281,2.7563,13.3168,6.2358,6.4857,287
6.6988,7.914,8.1581,5.8021,4.1877,6.1789,3.2254,2.665,5.8662,2.8374,2.9402,11.7903,3.6375,12.583,7.5088,8.0066,293
9.0822,9.5658,8.6319,5.2935,3.2516,5.0453,2.863,2.5258,6.1435,2.6225,2.6991,12.3074,3.195,12.9787,6.5598,7.2349,214
7.5956,9.2994,10.3475,7.3287,5.5523,7.3663,3.795,2.0029,3.8045,2.0783,2.3485,10.9364,3.8404,11.5102,6.3245,5.8692,341
8.1436,9.0557,8.6432,5.9042,4.0058,5.7838,3.459,3.0307,6.322,2.8968,2.6827,11.6832,2.7753,12.0875,6.4193,7.1072,384
8.3983,9.1249,8.626,5.9308,3.8402,5.8271,3.709,3.6793,6.7012,3.2814,3.0619,10.5824,2.9459,10.6312,6.4625,7.1979,343
7.2438,9.6686,11.8698,8.853,6.958,8.8034,4.4859,1.6728,2.9878,1.5074,1.8105,10.0703,4.2541,10.46,4.935,4.4196,286
15.4175,13.6632,9.133,4.0373,2.6898,3.5948,1.8483,1.1373,3.0267,1.1866,1.4136,14.8577,2.3379,12.8785,5.9191,6.8586,294
10.6444,9.9026,8.2564,4.5226,2.5262,3.9052,2.4162,2.1986,5.0852,2.4452,2.5193,15.8834,3.0469,13.7913,6.3893,6.4673,288
7.874,9.4994,10.3388,7.0177,5.2649,7.1119,3.3944,1.6139,3.5323,1.7083,2.045,12.2348,3.6566,12.5664,6.2001,5.9415,296
9.3195,9.7648,8.8737,5.4614,3.4229,5.0898,3.0764,2.6326,5.7325,2.9111,2.7686,13.6489,2.5801,12.3362,5.9136,6.468,285
6.1211,7.4039,7.9181,5.6746,4.0859,6.3106,3.1602,1.9921,5.2783,2.3425,2.5967,13.0516,3.7029,14.6215,7.5234,8.2165,347
12.3302,11.7982,9.7941,5.098,3.3256,4.0988,2.1472,1.3988,3.5699,1.6619,1.8841,13.3371,2.7616,13.6418,6.7165,6.4362,202
16.4892,14.7434,9.888,4.1679,2.7426,3.4208,1.7089,0.984,2.6519,0.9307,1.1121,14.3905,2.1209,12.0892,5.796,6.7639,294
8.4448,9.1464,8.6723,5.5977,3.7989,5.463,3.2828,2.6736,5.7078,2.7238,2.6477,13.1421,2.8859,13.0371,6.1526,6.6236,232
8.5963,9.0885,8.7527,5.7173,3.9893,5.5101,3.2936,2.6344,5.4603,2.6778,2.6192,13.3538,2.7667,12.9184,6.1743,6.4474,287
9.2044,9.5298,8.7747,5.5696,3.6263,5.3538,3.338,2.9646,6.0128,2.978,2.8277,11.5054,2.9375,11.9598,6.5003,6.9173,291
7.2745,9.4135,10.812,7.479,5.9077,6.9627,3.7136,1.8118,3.9154,2.5453,2.694,10.2635,3.6358,10.4081,6.7602,6.4029,387
6.9746,8.4526,8.9335,6.4592,4.8732,6.8176,3.7993,2.8052,5.2684,2.8135,3.0098,10.737,3.6233,11.0834,7.0377,7.3118,243
6.6595,7.7986,7.7584,5.7944,3.9159,6.2854,3.6119,3.1797,6.9263,3.0517,2.8484,11.3602,3.0244,12.8699,6.8763,8.0392,347
7.3909,8.5016,8.4379,6.2637,4.4003,6.4144,4.1072,3.6509,6.9912,3.4312,3.0967,10.1896,3.0104,10.9373,6.1833,6.9933,334
9.0053,9.6859,8.6094,5.2533,3.2127,4.9975,2.465,1.5624,4.7261,2.1327,2.355,15.386,3.0423,14.9747,5.9047,6.6869,342
7.2499,8.5915,8.9761,6.1868,4.3841,6.3392,3.2771,2.1042,4.8505,2.1139,2.2845,13.5649,3.3438,13.9233,6.2936,6.5165,296
8.3232,9.197,8.6537,5.8312,3.8615,5.6236,3.4265,3.0486,6.4461,2.9049,2.6427,11.8447,2.7507,12.2236,6.2962,6.9258,384
10.6032,10.9629,9.5455,5.4177,3.2606,4.4652,2.6074,2.3836,5.4745,2.4369,2.4307,11.5272,2.8725,12.0654,6.701,7.2458,349
7.775,9.4342,10.2334,6.5985,4.8052,6.2777,2.9814,1.2508,3.2503,1.5509,2.2355,12.9911,3.9306,13.8052,6.7304,6.1498,248
6.7096,9.9637,12.9917,9.4234,7.3612,8.9606,4.5069,1.3226,2.5978,1.3189,1.751,9.8659,4.1741,10.2807,4.6311,4.1409,332
11.919,11.3969,9.4208,4.9081,3.1852,4.1141,2.1093,1.4203,3.6708,1.7411,2.0051,13.8402,2.9038,14.1469,6.769,6.4492,202
