@RELATION Edge_direction
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE a8 NUMERIC
@ATTRIBUTE a9 NUMERIC
@ATTRIBUTE a10 NUMERIC
@ATTRIBUTE a11 NUMERIC
@ATTRIBUTE a12 NUMERIC
@ATTRIBUTE a13 NUMERIC
@ATTRIBUTE a14 NUMERIC
@ATTRIBUTE a15 NUMERIC
@ATTRIBUTE a16 NUMERIC
@ATTRIBUTE a17 NUMERIC
@ATTRIBUTE a18 NUMERIC
@ATTRIBUTE a19 NUMERIC
@ATTRIBUTE a20 NUMERIC
@ATTRIBUTE a21 NUMERIC
@ATTRIBUTE a22 NUMERIC
@ATTRIBUTE a23 NUMERIC
@ATTRIBUTE a24 NUMERIC
@ATTRIBUTE a25 NUMERIC
@ATTRIBUTE a26 NUMERIC
@ATTRIBUTE a27 NUMERIC
@ATTRIBUTE a28 NUMERIC
@ATTRIBUTE a29 NUMERIC
@ATTRIBUTE a30 NUMERIC
@ATTRIBUTE a31 NUMERIC
@ATTRIBUTE a32 NUMERIC
@ATTRIBUTE a33 NUMERIC
@ATTRIBUTE a34 NUMERIC
@ATTRIBUTE a35 NUMERIC
@ATTRIBUTE a36 NUMERIC
@ATTRIBUTE a37 NUMERIC
@ATTRIBUTE a38 NUMERIC
@ATTRIBUTE a39 NUMERIC
@ATTRIBUTE a40 NUMERIC
@ATTRIBUTE a41 NUMERIC
@ATTRIBUTE a42 NUMERIC
@ATTRIBUTE a43 NUMERIC
@ATTRIBUTE a44 NUMERIC
@ATTRIBUTE a45 NUMERIC
@ATTRIBUTE a46 NUMERIC
@ATTRIBUTE a47 NUMERIC
@ATTRIBUTE a48 NUMERIC
@ATTRIBUTE a49 NUMERIC
@ATTRIBUTE a50 NUMERIC
@ATTRIBUTE class {207,0,154,164,118,172,184,190,203,108,127,152,13,61,155,192,173,37,109,58,125,7,63,186,112,157,168,123,89,174,88,153,117,166,195,94,90,133,151,130,113,150,64,161,126,87,11,17,10,121,171,85,19,177,159,66,65,60,140,95,197,187,12,158,1,92,129,59,180,208,26,175,178,194,181,3,25,62,170,8,185,110,179,160,165,93,107,199,114,169,128,135,14,162,16,134,124,18,206,163,81,132,111,205,188,91,198,5,139,102,84,131,204,9,119,193,202,247,338,346,209,213,353,334,337,254,292,289,336,349,232,294,325,351,347,230,355,216,320,301,282,283,348,297,272,343,212,357,352,385,386,287,332,276,354,340,341,237,211,234,333,242,278,273,335,339,217,330,248,344,256,215,345,329,280,231,350,239,324,285,315,233,286,298,383,293,243,379,295,241,387,288,210,240,259,364,279,214,384,296,291,342,281,300,299,246,274,235,328,356,250,275,380,277,382,321,449,551,498,587,391,553,550,670,585,409,588,545,552,415,482,634,408,405,513,514,671,481,451,584,567,497,484,527,414,548,453,549,445,599,635,448,563,456,389,561,586,480,559,488,582,555,494,577,493,547,442,544,454,420,439,562,598,452,455,546,492,560,583,388,447,390,658,444,443,403,450,393,486,490,496,483,446,392,489,491,542,394,495,458,487}
@DATA
15.1631,11.5447,6.2255,11.3279,15.3022,16.0912,8.8814,15.4641,12.0165,9.7271,6.1001,4.3298,6.063,4.1578,9.834,5.7417,14.7756,4.8923,13.4627,8.8994,10.8881,9.5773,8.0469,4.5403,2.8783,4.0813,2.5245,2.2449,4.7295,2.2852,2.3532,15.5427,2.9189,14.2885,6.8287,6.2716,-1.3108,-1.5304,-3.5066,-1.662,1.203,-1.5568,-0.2796,2.4846,-2.4443,0.068,13.1895,-12.6238,11.3696,-7.4598,-0.5571,498
13.4606,12.5347,8.848,14.178,17.0627,14.3061,7.079,12.5308,9.8719,9.7857,7.3536,5.6878,8.4352,5.6532,11.3968,5.5574,10.9694,5.7465,10.8806,8.6619,8.6039,9.1805,8.6328,5.6858,3.8567,5.5542,3.3451,2.8665,6.0014,2.9447,2.8142,11.5002,3.0756,12.184,6.7063,7.0481,0.5766,-0.5477,-2.947,-1.8291,1.6975,-2.2091,-0.4786,3.1349,-3.0567,-0.1305,8.686,-8.4246,9.1084,-5.4777,0.3418,587
15.0421,16.46,13.2664,15.651,13.8818,10.3378,4.4305,10.9304,9.9393,13.0018,9.9881,8.5843,10.8368,6.1609,8.2797,3.461,8.7977,5.5588,8.7242,6.6673,7.1417,9.6796,11.0471,7.3187,5.5233,6.5419,3.4392,1.6863,3.8284,2.4561,2.8272,10.8754,3.8316,10.8893,6.7251,6.1892,2.5379,1.3675,-3.7284,-1.7954,1.0186,-3.1027,-1.7529,2.1421,-1.3723,0.3711,8.0482,-7.0438,7.0577,-4.1642,-0.5359,391
14.4883,15.1198,12.2447,14.2022,13.5156,11.4782,6.9268,12.0242,9.9574,11.6168,9.3271,7.8454,9.8672,6.4149,8.5671,4.8365,8.9223,5.5239,9.0711,8.0503,7.9835,9.5553,10.282,7.2862,5.7098,6.9152,4.3391,3.3719,5.5289,3.4446,3.0319,7.8831,2.9664,8.1537,6.5584,6.9901,1.5718,0.7267,-2.9958,-1.5764,1.2054,-2.5761,-0.9672,2.157,-2.0843,-0.4127,4.8512,-4.9167,5.1873,-1.5953,0.4317,551
13.3362,14.5317,12.0472,15.7488,15.1229,11.8718,6.0973,11.244,8.574,10.3556,8.7643,7.9278,10.7709,6.8212,9.9081,4.8834,9.0762,5.9486,9.3643,7.6057,6.9242,8.4296,9.421,7.1387,5.5758,7.3777,4.297,3.1979,5.6606,3.3134,3.0464,9.2569,2.9827,9.3935,6.6944,7.2902,1.5054,0.9914,-2.2823,-1.5629,1.8019,-3.0807,-1.0991,2.4627,-2.3472,-0.267,6.2105,-6.2742,6.4108,-2.6991,0.5958,553
13.6702,13.4277,9.8491,14.8628,16.6607,13.4749,6.0844,11.9702,9.6031,10.4891,8.0443,6.417,9.1944,5.6546,10.8014,4.8215,10.588,5.8715,10.5712,7.9438,7.78,9.2669,9.4973,6.1686,4.3017,5.7678,3.1265,2.1615,5.0773,2.5348,2.6663,12.1928,3.2167,12.6592,6.6367,6.9459,1.4869,0.2304,-3.3287,-1.8669,1.4661,-2.6413,-0.965,2.9158,-2.5425,0.1315,9.5265,-8.9761,9.4425,-6.0225,0.3092,550
11.9855,13.0836,10.7273,16.8327,18.2364,13.2857,5.5117,10.3371,7.6746,8.9917,7.7263,6.9664,10.933,6.989,12.635,5.3115,9.1987,6.2412,9.6913,7.6414,6.4593,7.8168,8.4636,6.3797,4.8242,6.8987,3.8806,2.9641,5.8671,2.9419,2.8779,10.9213,3.1411,11.7283,7.0292,7.806,1.3575,0.6468,-2.0839,-1.5555,2.0745,-3.0181,-0.9165,2.903,-2.9252,-0.064,8.0434,-7.7802,8.5872,-4.6991,0.7768,670
12.1975,11.4132,7.973,14.9238,19.1687,15.9599,6.5765,11.7875,8.6665,8.964,7.0051,5.6572,8.5248,5.4967,12.9157,5.9049,12.5597,5.6674,10.615,8.0229,7.5987,8.5946,8.4134,5.7127,3.9008,5.8909,3.4782,2.7276,5.7992,2.7973,2.7021,12.7418,2.8345,13.2331,6.4171,7.1579,0.9959,-0.1812,-2.7007,-1.8119,1.9901,-2.4127,-0.7506,3.0716,-3.0019,-0.0952,10.0397,-9.9073,10.3986,-6.816,0.7408,585
12.3619,13.2678,10.6421,16.888,18.2409,13.1246,5.1123,10.3624,7.858,9.1507,7.5304,6.6337,10.7119,6.6449,12.7377,5.127,9.4087,6.5043,9.9172,7.7755,6.5996,8.0128,8.2501,5.8975,4.2628,6.2566,3.1604,2.3875,5.9009,2.8532,2.8915,12.0847,3.4344,12.6554,7.2875,8.0651,1.4132,0.2373,-2.3526,-1.6347,1.9938,-3.0962,-0.7729,3.5134,-3.0477,0.0383,9.1932,-8.6503,9.221,-5.3679,0.7776,409
13.2704,12.6678,9.1421,14.5417,17.3848,14.3654,6.586,12.0418,9.5842,10.0099,7.5792,5.9987,8.7391,5.6355,11.4912,5.4052,11.0326,5.7428,10.4678,8.3139,8.2169,9.2269,9.0638,5.9701,4.1429,5.7398,3.3316,2.6383,5.6744,2.8623,2.7652,11.5469,2.9181,12.1727,6.6045,7.1253,1.01,-0.1631,-3.0937,-1.8272,1.5969,-2.4082,-0.6933,3.0361,-2.8121,-0.0971,8.7817,-8.6288,9.2546,-5.5682,0.5208,588
12.2029,10.2708,6.3872,13.395,18.509,17.8411,8.2098,13.1843,8.5716,7.8033,6.2291,4.6425,7.492,4.8025,12.8563,7.0253,15.5149,5.3144,12.2236,7.5244,7.4748,7.7385,7.2539,5.0075,3.161,5.3357,3.2073,2.4987,5.4796,2.6061,2.8912,16.6076,3.2598,14.9528,5.9621,6.5633,0.2637,-0.4846,-2.2464,-1.8465,2.1747,-2.1284,-0.7086,2.9809,-2.8735,0.2851,13.7164,-13.3478,11.693,-8.9907,0.6012,545
14.2839,11.7005,6.7292,12.6105,16.6339,15.9025,7.8775,14.262,10.6787,9.4178,6.5926,4.9381,7.1244,3.8707,10.7427,5.7901,13.5395,5.6575,12.4063,9.2415,9.146,9.0304,8.3862,5.1552,3.0749,4.7214,2.566,1.938,5.3213,2.5772,2.8467,13.9743,3.2218,14.3687,6.6722,6.9999,-0.1156,-0.6442,-3.231,-2.0803,1.6465,-2.1554,-0.628,3.3833,-2.7441,0.2695,11.1276,-10.7525,11.1469,-7.6965,0.3277,552
14.5498,15.3983,12.1377,15.5107,15.1154,11.3676,4.901,11.0195,10.1646,12.5479,9.6629,8.0901,10.4051,6.2937,9.463,4.0901,8.7022,5.0134,8.5569,7.01,7.873,10.2736,11.2206,7.3024,5.4313,6.3886,3.3819,2.0629,4.1838,2.364,2.5132,10.2465,3.3901,10.6148,6.5291,6.2245,2.4006,0.947,-3.9182,-1.8711,0.9573,-3.0067,-1.319,2.1209,-1.8198,0.1492,7.7333,-6.8564,7.2247,-4.0857,-0.3046,415
14.1985,14.8179,11.8379,14.7108,14.0322,11.6201,6.8155,11.9672,9.6297,10.966,8.8502,7.5417,10.0961,6.7323,9.1702,5.1385,8.7898,5.6669,9.0776,8.341,8.444,9.6093,9.8777,7.1609,5.4301,7.1775,4.7685,3.948,6.0199,3.5901,2.9955,7.3543,2.2917,7.5416,6.441,7.3499,1.1653,0.2684,-2.7168,-1.7308,1.7474,-2.409,-0.8205,2.0719,-2.4298,-0.5946,4.3588,-5.0626,5.2499,-1.1006,0.9089,482
14.7339,15.2171,11.7765,15.1583,15.0256,11.5458,5.2086,11.3343,10.4601,12.4301,9.3757,7.7501,10.0112,6.106,9.4563,4.2725,8.9142,5.0407,8.7683,7.4149,8.3272,10.3504,10.899,7.0034,5.2107,6.221,3.3687,2.2087,4.4728,2.4829,2.525,10.1458,3.233,10.5229,6.6355,6.3932,2.0232,0.5486,-3.8956,-1.7927,1.0103,-2.8523,-1.16,2.2641,-1.9899,0.0421,7.6208,-6.9128,7.2899,-3.8874,-0.2423,415
16.0196,17.2767,13.7007,15.831,13.7379,9.4093,3.3884,10.6364,11.7311,15.2304,11.3794,9.6372,11.8537,6.4089,8.1219,3.0034,6.4676,3.4722,6.4614,6.2328,8.4624,11.6702,13.2283,8.5372,6.5549,7.2581,3.669,1.2187,2.4091,1.3476,1.8025,10.1569,3.8777,9.9904,5.095,4.722,3.2078,1.5581,-4.6911,-1.9823,0.7032,-3.5891,-2.4503,1.1904,-1.0615,0.4549,8.3544,-6.2792,6.1127,-4.8954,-0.373,634
13.208,12.6253,9.2125,13.9861,16.7987,14.0773,7.6371,12.4551,9.6483,9.728,7.6944,5.7858,8.4063,5.8593,11.188,5.9826,10.1819,6.0076,10.5032,9.0147,8.4413,9.1931,8.7386,5.9525,3.9568,5.835,3.7686,3.437,6.7041,3.3444,3.0369,10.0071,3.0354,10.8749,6.5195,7.1548,0.7518,-0.4545,-2.7861,-1.9957,1.8782,-2.0664,-0.3316,3.2671,-3.3597,-0.3075,6.9702,-6.9717,7.8395,-4.3554,0.6353,408
14.7166,15.2928,12.4448,13.7408,13.0477,11.3091,7.3485,12.0995,10.3093,11.9579,9.6593,8.023,9.5779,6.4188,8.2553,5.074,8.6051,5.2626,8.7516,8.1053,8.2918,9.9804,10.6575,7.5729,6.0317,6.8479,4.4541,3.5947,5.6675,3.6434,3.0264,6.9632,2.7138,7.3458,6.3331,6.8759,1.6886,0.6771,-3.0846,-1.5412,0.8162,-2.3938,-0.8594,2.0728,-2.0241,-0.617,3.9368,-4.2494,4.632,-1.0127,0.5428,551
14.3946,11.8991,7.1113,12.4356,16.3841,15.731,7.9322,14.1121,11.1028,9.9625,6.85,4.9601,7.0549,4.4117,10.5798,5.8093,13.3727,5.1327,11.7926,8.971,9.9901,9.7584,8.7276,5.3285,3.3557,4.9483,3.0207,2.5467,5.5732,2.7948,2.7081,12.9972,2.7249,12.6357,6.2912,6.5988,-0.2317,-1.0308,-3.3991,-1.9728,1.5926,-1.9276,-0.474,3.0265,-2.7784,-0.0867,10.2891,-10.2723,9.9108,-6.3445,0.3076,405
12.6829,13.3868,10.619,15.9695,17.0176,13.0055,6.0973,11.2215,8.3376,9.3393,7.7868,6.8178,10.2993,6.7411,11.4805,5.1376,9.6126,6.2652,10.0718,8.1103,7.0405,8.3028,8.6507,6.3437,4.6908,6.7146,3.8532,3.1696,6.0857,3.0366,2.8583,10.9251,2.9722,11.0994,6.761,7.4957,1.2623,0.3479,-2.307,-1.6529,2.0238,-2.8614,-0.6836,2.9161,-3.0491,-0.1783,8.0668,-7.9529,8.1272,-4.3384,0.7347,513
13.5443,12.2213,8.1313,15.0639,18.8073,14.7313,5.62,11.8807,10.8245,10.541,7.0522,5.6657,9.1128,5.4431,13.2789,5.0572,11.0257,4.2201,10.5437,7.2352,9.6875,9.9796,9.4031,5.6124,3.9183,5.3438,2.5907,1.2283,3.4014,1.3224,1.6447,14.4926,3.2927,15.6191,6.4308,6.0325,0.2921,-0.5765,-3.7907,-1.6941,1.4255,-2.7531,-1.3624,2.1731,-2.079,0.3223,12.8479,-11.1999,12.3264,-9.1883,-0.3983,514
15.0452,13.3467,8.711,12.8245,15.6242,13.9282,7.1548,13.3653,11.5895,11.4423,7.8793,5.6911,7.3973,4.7501,9.8856,5.3258,11.1574,5.2706,10.4742,9.1367,10.1634,10.867,9.9434,5.9294,3.9829,5.1905,3.1043,2.6237,5.6104,2.8849,2.5864,10.4119,2.5626,10.9548,6.3705,6.8139,0.7036,-0.9236,-4.014,-1.9465,1.2076,-2.0862,-0.4806,2.9867,-2.7255,-0.2985,7.8255,-7.8493,8.3922,-4.5843,0.4434,671
13.477,13.2559,9.8175,15.277,17.1609,13.6107,5.785,11.6161,9.52,10.4777,8.0483,6.5976,9.7017,5.8822,11.3712,4.8146,10.6008,5.4597,10.2804,7.2459,7.6598,9.0818,9.4461,6.1529,4.4005,5.8287,3.0852,1.8045,4.2694,2.0977,2.5221,13.2773,3.5846,13.5053,6.6283,6.6559,1.422,0.3643,-3.2932,-1.7524,1.4282,-2.7435,-1.2807,2.4649,-2.1717,0.4244,10.7552,-9.6927,9.9207,-6.877,0.0276,550
12.4992,12.3845,9.2214,15.3049,18.3996,14.4819,6.3338,11.3746,8.7506,9.3783,7.4526,5.9389,9.1963,5.9294,12.4521,5.6004,10.6026,6.1036,10.4148,8.1802,7.4842,8.6985,8.6952,5.8414,3.9703,5.8689,3.326,2.731,6.1553,2.8908,2.8064,11.6178,3.1196,12.6136,6.7059,7.4753,1.2143,-0.0033,-2.8538,-1.8711,1.8986,-2.5429,-0.595,3.4243,-3.2645,-0.0844,8.8114,-8.4982,9.494,-5.9077,0.7694,481
12.977,14.1572,11.4494,17.8047,17.9625,12.0486,3.8302,9.7705,8.2977,10.0206,8.0905,7.7882,12.5923,7.4496,13.155,4.5936,7.7709,5.2326,8.8206,6.1886,6.8542,8.0298,8.6347,6.2307,4.5674,7.1479,2.9622,1.4382,3.6266,1.7035,2.3415,12.9457,4.2159,14.4961,7.5889,7.2165,1.1756,0.6049,-2.404,-1.6633,2.5805,-4.1857,-1.524,2.1884,-1.9231,0.638,10.6042,-8.7298,10.2802,-6.9072,-0.3724,451
14.0673,11.5299,6.7228,13.0922,17.333,15.9874,7.4169,13.8506,10.6955,9.4324,6.4306,5.0562,7.198,4.102,11.2781,5.5693,13.8485,5.2917,12.4602,8.6375,9.1054,8.9065,8.3131,5.0804,3.2519,4.7901,2.5865,1.684,4.6108,2.1096,2.4788,15.003,3.1642,15.3869,6.6721,6.8567,-0.1989,-0.5934,-3.2327,-1.8285,1.5382,-2.2036,-0.9025,2.9268,-2.5012,0.3692,12.5242,-11.8388,12.2227,-8.7148,0.1846,552
13.7715,13.2448,10.1352,14.3817,15.9033,13.1819,7.175,12.2065,10.1719,10.6217,8.2707,6.7926,9.5937,6.7643,10.8876,5.573,9.458,4.6055,9.4322,7.8289,8.8498,9.6724,9.6048,6.4216,4.7182,6.5396,3.9954,3.3789,5.4682,2.7519,2.6775,10.1108,3.3629,10.3841,6.0538,6.0102,0.8226,-0.0676,-3.1832,-1.7034,1.8214,-2.5442,-0.6165,2.0893,-2.7163,-0.0744,7.4333,-6.7479,7.0212,-4.3303,-0.0436,584
15.7581,16.7012,13.1326,15.6977,14.0405,9.8986,3.8766,10.8948,11.422,14.2725,10.6309,9.087,11.4625,6.4436,8.5428,3.337,7.0559,3.9697,7.2195,6.5567,8.513,11.0298,12.1707,7.9872,6.1554,7.066,3.635,1.4388,2.7776,1.6164,2.0758,10.4099,3.8153,10.3764,5.6942,5.2383,2.5168,1.1409,-4.1835,-1.8318,0.9106,-3.431,-2.1962,1.3388,-1.1612,0.4594,8.3341,-6.5946,6.5611,-4.6822,-0.4559,634
15.682,13.7856,8.7411,13.9087,16.5907,13.3882,5.2347,12.669,13.9801,14.1534,8.7392,6.2829,8.3933,4.8376,10.646,4.1442,9.7454,2.4653,8.8495,7.7631,13.1565,14.4329,13.1053,6.7494,4.4753,5.1891,2.4478,0.8302,2.4227,0.6941,0.8129,12.4444,2.3688,11.7106,4.6843,4.4756,1.2764,-1.3276,-6.3559,-2.2741,0.7138,-2.7413,-1.6176,1.5925,-1.7286,0.1188,11.6315,-10.0756,9.3418,-7.0263,-0.2087,567
16.0311,16.7365,12.9416,15.7262,14.103,9.7909,3.6889,10.9818,12.1583,14.8397,10.8553,9.3233,11.8672,6.5359,8.7596,3.274,6.1419,3.0625,6.5185,6.6639,9.3978,11.7626,12.7973,8.4087,6.4687,7.4608,3.8088,1.3251,2.4896,1.2756,1.5856,9.9474,3.8442,9.8583,4.8892,4.6803,2.3648,1.0347,-4.3886,-1.94,0.9921,-3.652,-2.4837,1.1645,-1.214,0.31,8.3618,-6.1032,6.0141,-4.9691,-0.2089,634
15.4201,12.4644,7.0487,13.3428,17.5442,14.6903,6.0724,13.417,14.2298,12.4234,7.0867,5.0979,7.2835,4.3775,11.6598,4.8299,10.6903,2.8356,10.1832,9.3023,13.9922,12.7446,10.1588,5.5124,3.7771,4.7633,2.3058,0.8728,2.5988,0.7697,0.8983,12.4609,2.5099,13.6424,6.5362,6.4568,-1.2476,-2.5858,-4.6464,-1.7353,0.9862,-2.4575,-1.433,1.726,-1.8291,0.1286,11.5626,-9.951,11.1325,-7.1062,-0.0794,497
15.5975,13.7177,8.7047,13.9259,16.6089,13.4059,5.3436,12.6958,13.797,13.8536,8.6258,6.2858,8.4652,4.889,10.743,4.2169,9.758,2.5836,8.9891,7.793,13.0465,14.0861,12.8453,6.7692,4.5316,5.2947,2.5235,0.8725,2.4776,0.7688,0.9037,12.3634,2.4205,11.7577,4.8776,4.4613,1.0396,-1.2408,-6.0761,-2.2376,0.7631,-2.7712,-1.651,1.6051,-1.7088,0.1349,11.4597,-9.9429,9.3372,-6.8801,-0.4163,567
14.3214,11.7479,6.7894,12.6122,16.6413,15.8781,7.7941,14.2155,10.7869,9.5938,6.6611,4.9558,7.04,3.9473,10.67,5.752,13.5528,5.5163,12.3532,9.1706,9.2769,9.2304,8.4667,5.1831,3.1362,4.7944,2.6148,1.9313,5.1831,2.4843,2.7198,13.9968,3.1215,14.4948,6.5384,6.8275,-0.0465,-0.7637,-3.2836,-2.0469,1.6582,-2.1796,-0.6835,3.2518,-2.6988,0.2355,11.277,-10.8753,11.3733,-7.9564,0.2891,552
13.3998,13.1971,9.8986,14.3937,16.1842,13.2753,7.3766,12.2748,9.6493,9.8713,7.921,6.1541,9.0158,6.3552,10.879,5.5905,9.6898,5.8754,10.176,8.8227,8.5375,9.4377,9.057,6.2478,4.2079,6.1374,4.0193,3.7585,6.6378,3.1759,2.8444,9.7411,2.6998,10.0556,6.3134,7.1289,0.9002,-0.3807,-2.8092,-2.0399,1.9295,-2.1181,-0.2608,2.8793,-3.4619,-0.3315,6.8967,-7.0413,7.3558,-3.7422,0.8155,484
14.7068,15.2456,11.7993,15.1304,14.5824,11.4357,5.3956,11.7042,9.93,11.7528,8.9716,7.6161,10.1418,6.0433,9.076,3.9985,9.4692,5.7971,9.6597,7.544,7.6684,9.435,10.0948,6.7678,4.9892,6.3685,3.3493,2.0183,4.4443,2.5764,2.7867,11.1059,3.5071,11.173,6.8739,6.8415,1.7666,0.6598,-3.327,-1.7786,1.3793,-3.0192,-1.331,2.426,-1.8679,0.2103,8.3192,-7.5988,7.6659,-4.2991,-0.0324,527
15.3464,13.6377,8.7295,13.9755,16.5612,13.5525,5.4833,12.7139,12.3807,12.4849,7.9964,5.9382,8.2343,4.6955,10.3364,4.2761,10.9673,4.3487,10.1297,8.2119,10.4872,11.4695,10.5202,5.7717,3.9074,4.9337,2.3397,1.1048,3.2446,1.3513,1.8299,13.8124,3.0598,13.821,6.179,6.1679,0.9823,-0.9493,-4.7485,-1.8643,1.0263,-2.594,-1.2349,2.1398,-1.8933,0.4786,11.9825,-10.7526,10.7612,-7.642,-0.0111,414
13.5301,13.2589,10.0977,14.524,16.0456,13.1757,7.2376,12.1305,9.6711,10.0417,7.9653,6.4334,9.2945,6.504,10.8813,5.5267,9.6613,5.6172,9.9859,8.4176,8.4102,9.3027,9.1093,6.2635,4.5008,6.1875,3.971,3.6414,6.3751,3.1286,2.8895,9.7813,2.8602,10.1904,6.3641,7.0244,0.8925,-0.1934,-2.8458,-1.7627,1.6867,-2.2165,-0.3296,2.7337,-3.2465,-0.2391,6.8918,-6.9211,7.3302,-3.8263,0.6603,548
14.3831,11.2074,6.362,11.7675,15.9024,16.4068,8.9458,15.0251,11.088,9.201,6.1844,4.5098,6.4249,4.4486,10.346,6.0835,14.7218,5.154,13.133,8.7051,10.1043,9.09,7.9011,4.7392,2.9852,4.42,2.8139,2.5022,5.1168,2.5261,2.5957,14.9974,2.9585,13.9383,6.8431,6.4684,-1.0143,-1.1889,-3.1619,-1.754,1.4348,-1.6061,-0.3117,2.6146,-2.5907,0.0696,12.4017,-12.0389,10.9798,-7.0952,-0.3747,498
12.6402,12.6004,9.6147,15.216,17.7713,14.1311,6.5316,11.4947,8.8888,9.6064,7.6778,6.2828,9.3675,6.3239,12.0355,5.6105,10.471,5.7214,9.9974,8.017,7.6344,8.8675,8.859,6.1354,4.389,6.2974,3.7504,3.1163,6.1465,3.0695,2.861,11.0449,2.8699,11.4677,6.4504,7.0406,1.2331,-0.0085,-2.7236,-1.7464,1.9084,-2.547,-0.6341,3.0302,-3.077,-0.2085,8.1839,-8.175,8.5978,-5.0173,0.5902,453
12.7075,14.1878,11.7217,17.2561,17.3543,12.1607,4.4946,10.1174,7.7896,9.9038,8.2967,7.6314,11.8225,6.9495,11.7464,4.3708,8.9165,6.3319,9.5691,6.6718,5.8084,7.6856,8.9998,6.6018,5.0322,6.9502,3.4511,1.8672,4.5943,2.4191,2.8459,12.5074,3.8306,12.746,7.1422,7.5182,1.8772,1.3142,-2.398,-1.5696,1.918,-3.4991,-1.5839,2.7271,-2.1752,0.4268,9.6615,-8.6768,8.9154,-5.6038,0.376,549
14.905,14.4772,10.5016,14.9706,16.1507,12.3141,5.0714,11.6094,11.4953,12.7888,8.936,7.0181,9.7587,5.894,10.3948,4.1365,9.2956,4.2196,9.0379,7.0247,9.4382,11.242,11.2305,6.479,4.5272,5.6497,2.7783,1.4683,3.3985,1.4832,1.9081,12.2769,3.5677,12.6059,6.1437,5.8029,1.8038,-0.0115,-4.7515,-1.9518,1.1225,-2.8714,-1.31,1.9302,-1.9153,0.4249,10.3688,-8.7092,9.0382,-6.4622,-0.3408,445
12.5776,12.9155,9.9031,15.7145,18.0138,13.6917,6.0237,11.1601,8.6349,9.4366,7.6271,6.142,9.6634,6.2858,12.1979,5.3687,9.7803,6.3356,10.2732,8.2545,7.4052,8.7828,8.8118,5.9774,4.0618,6.0006,3.414,2.8895,6.261,2.9928,2.8677,11.1232,3.0725,12.0524,6.761,7.5262,1.3776,0.029,-2.8344,-1.9156,1.9388,-2.5866,-0.5245,3.3715,-3.2682,-0.1251,8.2555,-8.0507,8.9799,-5.2914,0.7652,481
15.0188,13.3458,8.8286,12.4362,14.6918,13.8671,7.8739,13.938,11.1787,10.8882,7.8525,5.7344,7.7765,4.8404,9.4215,5.4424,11.265,5.5087,10.9321,9.1595,9.6996,10.1307,9.4898,5.8369,3.8038,5.3295,3.3824,2.8653,5.939,3.1481,2.8656,10.0953,2.9049,10.8354,6.6856,6.9879,0.4311,-0.6409,-3.6529,-2.0331,1.5257,-1.9471,-0.5171,3.0737,-2.7909,-0.2825,7.2297,-7.1904,7.9305,-4.1498,0.3023,599
12.906,14.4066,11.8524,17.4775,17.4281,11.9189,4.0695,9.941,8.0012,10.2903,8.5131,7.864,12.1835,7.0674,11.9167,4.1724,8.4977,5.9856,9.1773,6.3309,5.9492,7.9129,9.2656,6.6582,4.9671,6.9839,3.2553,1.5486,3.9083,2.0156,2.6869,12.9545,4.108,13.301,7.1767,7.3084,1.9637,1.3527,-2.6074,-1.6911,2.0168,-3.7286,-1.7067,2.3597,-1.8927,0.6713,10.2676,-8.8465,9.193,-6.1243,0.1317,549
14.7925,15.4928,12.4874,14.1363,13.2991,11.2263,6.6029,11.9627,10.1894,12.0754,9.5911,8.011,9.8683,6.1741,8.2405,4.5572,8.9042,5.4923,8.9746,7.922,7.9055,9.7358,10.6647,7.4196,5.8378,6.7797,4.0848,2.9722,5.2105,3.3394,2.9588,8.072,3.1005,8.377,6.6285,6.9133,1.8303,0.9289,-3.2451,-1.5818,0.9419,-2.6949,-1.1126,2.2383,-1.8711,-0.3806,5.1132,-4.9715,5.2765,-1.7485,0.2848,551
14.1973,13.8013,10.1302,15.1594,16.504,12.8132,5.6453,11.7494,10.4475,11.2279,8.1285,6.7902,9.8457,6.151,11.0295,4.6693,9.5985,4.8736,9.7722,7.4662,8.6487,9.784,9.675,6.1653,4.5211,5.9479,3.1588,1.9891,4.1814,1.9783,2.2517,12.4959,3.394,12.9258,6.5484,6.3347,1.1353,-0.109,-3.5097,-1.6442,1.4268,-2.7891,-1.1697,2.1923,-2.2031,0.2734,10.2442,-9.1019,9.5318,-6.3774,-0.2137,635
14.135,11.5493,6.7783,12.8701,17.2944,16.1121,7.4767,13.784,11.0085,9.7932,6.4931,4.7618,6.9154,4.2391,11.2986,5.6385,14.0247,5.1523,12.0114,8.6633,9.9314,9.549,8.5207,4.9111,3.0053,4.5579,2.5548,1.9389,4.8299,2.3124,2.4955,14.3604,2.9579,14.2804,6.7134,7.0811,-0.3824,-1.0283,-3.6096,-1.9058,1.5526,-2.0031,-0.6159,2.891,-2.5175,0.1831,11.8649,-11.4025,11.3225,-7.567,0.3677,448
